family,m,mod_target,target_r,D_actual,model_prediction,match,best_ray,entry_len,entry_cost,ray_cost,entry_precision_note
golden-per8,2,27,1,0,0,True,+1,0,0,0,
golden-per8,2,27,2,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,2,27,4,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,2,27,5,1,1,True,+1,1,1,0,
golden-per8,2,27,7,2,2,True,+1,1,2,0,
golden-per8,2,27,8,0,0,True,+1,2,0,0,
golden-per8,2,81,1,0,0,True,+1,0,0,0,
golden-per8,2,81,2,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,2,81,4,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,2,81,5,1,1,True,+1,1,1,0,
golden-per8,2,81,7,2,2,True,+1,1,2,0,
golden-per8,2,81,8,0,0,True,+1,2,0,0,
golden-per8,3,27,1,1,1,True,+1,0,0,1,
golden-per8,3,27,2,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,3,27,4,2,2,True,+1,2,1,1,
golden-per8,3,27,5,1,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,3,27,7,3,3,True,+1,1,2,1,
golden-per8,3,27,8,1,1,True,+1,2,0,1,
golden-per8,3,27,10,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,3,27,11,1,2,False,+1,2,1,1,
golden-per8,3,27,13,0,0,True,+1,3,0,0,
golden-per8,3,27,14,2,2,True,+1,1,1,1,
golden-per8,3,27,16,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,3,27,17,0,0,True,+1,3,0,0,
golden-per8,3,27,19,2,3,False,+1,2,2,1,
golden-per8,3,27,20,0,0,True,+1,3,0,0,
golden-per8,3,27,22,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,3,27,23,3,4,False,+1,2,3,1,
golden-per8,3,27,25,4,5,False,+1,2,4,1,
golden-per8,3,27,26,0,0,True,-1,0,0,0,
golden-per8,3,81,1,1,1,True,+1,0,0,1,
golden-per8,3,81,2,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,3,81,4,2,2,True,+1,2,1,1,
golden-per8,3,81,5,1,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,3,81,7,3,3,True,+1,1,2,1,
golden-per8,3,81,8,1,1,True,+1,2,0,1,
golden-per8,3,81,10,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,3,81,11,1,2,False,+1,2,1,1,
golden-per8,3,81,13,0,0,True,+1,3,0,0,
golden-per8,3,81,14,2,2,True,+1,1,1,1,
golden-per8,3,81,16,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,3,81,17,0,0,True,+1,3,0,0,
golden-per8,3,81,19,2,3,False,+1,2,2,1,
golden-per8,3,81,20,0,0,True,+1,3,0,0,
golden-per8,3,81,22,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,3,81,23,3,4,False,+1,2,3,1,
golden-per8,3,81,25,4,5,False,+1,2,4,1,
golden-per8,3,81,26,0,0,True,-1,0,0,0,
golden-per8,4,27,1,1,1,True,+1,0,0,1,
golden-per8,4,27,2,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,27,4,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,27,5,1,1,True,+1,4,1,0,
golden-per8,4,27,7,3,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,27,8,1,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,27,10,0,0,True,+1,4,0,0,
golden-per8,4,27,11,1,2,False,+1,2,1,1,
golden-per8,4,27,13,0,0,True,+1,4,0,0,
golden-per8,4,27,14,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,27,16,4,3,False,+1,3,3,0,
golden-per8,4,27,17,0,0,True,+1,3,0,0,
golden-per8,4,27,19,2,2,True,+1,4,2,0,
golden-per8,4,27,20,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,27,22,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,27,23,3,4,False,+1,2,3,1,
golden-per8,4,27,25,4,4,True,+1,4,4,0,
golden-per8,4,27,26,0,0,True,+1,4,0,0,
golden-per8,4,81,1,1,1,True,+1,0,0,1,
golden-per8,4,81,2,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,4,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,5,1,1,True,+1,4,1,0,
golden-per8,4,81,7,3,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,8,1,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,10,0,0,True,+1,4,0,0,
golden-per8,4,81,11,1,2,False,+1,2,1,1,
golden-per8,4,81,13,0,0,True,+1,4,0,0,
golden-per8,4,81,14,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,16,4,3,False,+1,3,3,0,
golden-per8,4,81,17,0,0,True,+1,3,0,0,
golden-per8,4,81,19,2,2,True,+1,4,2,0,
golden-per8,4,81,20,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,22,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,23,3,4,False,+1,2,3,1,
golden-per8,4,81,25,4,4,True,+1,4,4,0,
golden-per8,4,81,26,0,0,True,+1,4,0,0,
golden-per8,4,81,28,1,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,29,1,1,True,+1,3,1,0,
golden-per8,4,81,31,2,2,True,+1,2,1,1,
golden-per8,4,81,32,3,2,False,+1,3,2,0,
golden-per8,4,81,34,4,4,True,+1,3,4,0,
golden-per8,4,81,35,2,2,True,+1,3,2,0,
golden-per8,4,81,37,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,38,1,1,True,+1,4,1,0,
golden-per8,4,81,40,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,41,2,2,True,+1,1,1,1,
golden-per8,4,81,43,2,2,True,+1,4,2,0,
golden-per8,4,81,44,0,0,True,+1,4,0,0,
golden-per8,4,81,46,2,3,False,+1,2,2,1,
golden-per8,4,81,47,1,0,False,+1,3,0,0,
golden-per8,4,81,49,1,1,True,+1,3,1,0,
golden-per8,4,81,50,3,3,True,+1,4,3,0,
golden-per8,4,81,52,4,5,False,+1,2,4,1,
golden-per8,4,81,53,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,55,2,2,True,+1,3,2,0,
golden-per8,4,81,56,0,0,True,+1,4,0,0,
golden-per8,4,81,58,3,3,True,+1,3,3,0,
golden-per8,4,81,59,1,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,61,3,3,True,+1,1,2,1,
golden-per8,4,81,62,1,1,True,+1,2,0,1,
golden-per8,4,81,64,2,1,False,+1,3,1,0,
golden-per8,4,81,65,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,67,1,0,False,+1,3,0,0,
golden-per8,4,81,68,3,3,True,+1,3,3,0,
golden-per8,4,81,70,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,71,0,0,True,+1,4,0,0,
golden-per8,4,81,73,3,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,74,0,0,True,+1,4,0,0,
golden-per8,4,81,76,0,0,True,+1,4,0,0,
golden-per8,4,81,77,4,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,79,5,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,4,81,80,0,0,True,+1,4,0,0,
golden-per8,5,27,1,2,2,True,+1,0,0,2,
golden-per8,5,27,2,1,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,27,4,2,1,False,+1,5,1,0,
golden-per8,5,27,5,1,1,True,+1,5,1,0,
golden-per8,5,27,7,3,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,27,8,1,0,False,+1,5,0,0,
golden-per8,5,27,10,0,0,True,+1,5,0,0,
golden-per8,5,27,11,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,27,13,1,1,True,+1,4,0,1,
golden-per8,5,27,14,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,27,16,4,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,27,17,1,1,True,+1,3,0,1,
golden-per8,5,27,19,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,27,20,0,0,True,+1,5,0,0,
golden-per8,5,27,22,2,2,True,+1,4,1,1,
golden-per8,5,27,23,4,5,False,+1,2,3,2,
golden-per8,5,27,25,5,5,True,+1,4,4,1,
golden-per8,5,27,26,0,0,True,+1,5,0,0,
golden-per8,5,81,1,2,2,True,+1,0,0,2,
golden-per8,5,81,2,1,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,4,2,1,False,+1,5,1,0,
golden-per8,5,81,5,1,1,True,+1,5,1,0,
golden-per8,5,81,7,3,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,8,1,0,False,+1,5,0,0,
golden-per8,5,81,10,0,0,True,+1,5,0,0,
golden-per8,5,81,11,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,13,1,1,True,+1,4,0,1,
golden-per8,5,81,14,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,16,4,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,17,1,1,True,+1,3,0,1,
golden-per8,5,81,19,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,20,0,0,True,+1,5,0,0,
golden-per8,5,81,22,2,2,True,+1,4,1,1,
golden-per8,5,81,23,4,5,False,+1,2,3,2,
golden-per8,5,81,25,5,5,True,+1,4,4,1,
golden-per8,5,81,26,0,0,True,+1,5,0,0,
golden-per8,5,81,28,1,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,29,1,1,True,+1,5,1,0,
golden-per8,5,81,31,3,3,True,+1,2,1,2,
golden-per8,5,81,32,3,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,34,4,4,True,+1,5,4,0,
golden-per8,5,81,35,3,3,True,+1,3,2,1,
golden-per8,5,81,37,2,2,True,+1,4,1,1,
golden-per8,5,81,38,1,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,40,1,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,41,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,43,4,3,False,+1,4,2,1,
golden-per8,5,81,44,1,1,True,+1,4,0,1,
golden-per8,5,81,46,3,4,False,+1,2,2,2,
golden-per8,5,81,47,1,1,True,+1,3,0,1,
golden-per8,5,81,49,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,50,4,4,True,+1,4,3,1,
golden-per8,5,81,52,4,4,True,+1,5,4,0,
golden-per8,5,81,53,2,2,True,+1,4,1,1,
golden-per8,5,81,55,3,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,56,0,0,True,+1,5,0,0,
golden-per8,5,81,58,4,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,59,1,1,True,+1,5,1,0,
golden-per8,5,81,61,4,4,True,+1,1,2,2,
golden-per8,5,81,62,2,2,True,+1,2,0,2,
golden-per8,5,81,64,2,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,65,2,1,False,+1,5,1,0,
golden-per8,5,81,67,1,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,68,3,3,True,+1,5,3,0,
golden-per8,5,81,70,4,4,True,+1,4,3,1,
golden-per8,5,81,71,0,0,True,+1,5,0,0,
golden-per8,5,81,73,4,4,True,+1,4,3,1,
golden-per8,5,81,74,1,1,True,+1,4,0,1,
golden-per8,5,81,76,0,,NO_MODEL_WITHIN_SCOPE,,,,,
golden-per8,5,81,77,4,3,False,+1,5,3,0,
golden-per8,5,81,79,6,6,True,+1,4,5,1,
golden-per8,5,81,80,0,0,True,+1,5,0,0,
golden-per8,6,27,1,2,0,False,-1,6,0,0,
golden-per8,6,27,2,1,-1,False,-1,6,-1,0,
golden-per8,6,27,4,2,-1,False,-1,6,-1,0,
golden-per8,6,27,5,2,0,False,-1,6,0,0,
golden-per8,6,27,7,4,2,False,-1,6,2,0,
golden-per8,6,27,8,1,-2,False,-1,6,-2,0,
golden-per8,6,27,10,1,-1,False,-1,6,-1,0,
golden-per8,6,27,11,2,0,False,-1,6,0,0,
golden-per8,6,27,13,1,-1,False,-1,6,-1,0,
golden-per8,6,27,14,3,1,False,-1,6,1,0,
golden-per8,6,27,16,6,3,False,-1,6,3,0,
golden-per8,6,27,17,2,-1,False,-1,6,-1,0,
golden-per8,6,27,19,3,0,False,-1,6,0,0,
golden-per8,6,27,20,0,-2,False,-1,6,-2,0,
golden-per8,6,27,22,2,-1,False,-1,6,-1,0,
golden-per8,6,27,23,4,2,False,-1,6,2,0,
golden-per8,6,27,25,5,3,False,-1,6,3,0,
golden-per8,6,27,26,0,-2,False,-1,6,-2,0,
golden-per8,6,81,1,2,0,False,-1,6,0,0,
golden-per8,6,81,2,1,-1,False,-1,6,-1,0,
golden-per8,6,81,4,2,-1,False,-1,6,-1,0,
golden-per8,6,81,5,2,0,False,-1,6,0,0,
golden-per8,6,81,7,4,2,False,-1,6,2,0,
golden-per8,6,81,8,1,-2,False,-1,6,-2,0,
golden-per8,6,81,10,1,-1,False,-1,6,-1,0,
golden-per8,6,81,11,2,0,False,-1,6,0,0,
golden-per8,6,81,13,1,-1,False,-1,6,-1,0,
golden-per8,6,81,14,3,1,False,-1,6,1,0,
golden-per8,6,81,16,6,3,False,-1,6,3,0,
golden-per8,6,81,17,2,-1,False,-1,6,-1,0,
golden-per8,6,81,19,3,0,False,-1,6,0,0,
golden-per8,6,81,20,0,-2,False,-1,6,-2,0,
golden-per8,6,81,22,2,-1,False,-1,6,-1,0,
golden-per8,6,81,23,4,2,False,-1,6,2,0,
golden-per8,6,81,25,5,3,False,-1,6,3,0,
golden-per8,6,81,26,0,-2,False,-1,6,-2,0,
golden-per8,6,81,28,2,0,False,-1,6,0,0,
golden-per8,6,81,29,1,-2,False,-1,6,-2,0,
golden-per8,6,81,31,3,0,False,-1,6,0,0,
golden-per8,6,81,32,5,2,False,-1,6,2,0,
golden-per8,6,81,34,4,2,False,-1,6,2,0,
golden-per8,6,81,35,3,1,False,-1,6,1,0,
golden-per8,6,81,37,3,0,False,-1,6,0,0,
golden-per8,6,81,38,2,-1,False,-1,6,-1,0,
golden-per8,6,81,40,2,0,False,-1,6,0,0,
golden-per8,6,81,41,4,1,False,-1,6,1,0,
golden-per8,6,81,43,4,1,False,-1,6,1,0,
golden-per8,6,81,44,1,-2,False,-1,6,-2,0,
golden-per8,6,81,46,3,1,False,-1,6,1,0,
golden-per8,6,81,47,1,-1,False,-1,6,-1,0,
golden-per8,6,81,49,2,-1,False,-1,6,-1,0,
golden-per8,6,81,50,4,2,False,-1,6,2,0,
golden-per8,6,81,52,4,1,False,-1,6,1,0,
golden-per8,6,81,53,2,0,False,-1,6,0,0,
golden-per8,6,81,55,5,2,False,-1,6,2,0,
golden-per8,6,81,56,1,-1,False,-1,6,-1,0,
golden-per8,6,81,58,4,1,False,-1,6,1,0,
golden-per8,6,81,59,3,0,False,-1,6,0,0,
golden-per8,6,81,61,4,1,False,-1,6,1,0,
golden-per8,6,81,62,2,-1,False,-1,6,-1,0,
golden-per8,6,81,64,4,1,False,-1,6,1,0,
golden-per8,6,81,65,3,0,False,-1,6,0,0,
golden-per8,6,81,67,1,-1,False,-1,6,-1,0,
golden-per8,6,81,68,3,1,False,-1,6,1,0,
golden-per8,6,81,70,4,2,False,-1,6,2,0,
golden-per8,6,81,71,0,-2,False,-1,6,-2,0,
golden-per8,6,81,73,4,2,False,-1,6,2,0,
golden-per8,6,81,74,2,-1,False,-1,6,-1,0,
golden-per8,6,81,76,1,-2,False,-1,6,-2,0,
golden-per8,6,81,77,4,0,False,-1,6,0,0,
golden-per8,6,81,79,6,3,False,-1,6,3,0,
golden-per8,6,81,80,1,-1,False,-1,6,-1,0,
golden-per8,7,27,1,2,2,True,+1,0,0,2,
golden-per8,7,27,2,1,1,True,-1,6,1,0,
golden-per8,7,27,4,3,1,False,+1,6,1,0,
golden-per8,7,27,5,2,1,False,+1,5,1,0,
golden-per8,7,27,7,5,3,False,-1,6,3,0,
golden-per8,7,27,8,2,0,False,+1,6,0,0,
golden-per8,7,27,10,1,0,False,+1,5,0,0,
golden-per8,7,27,11,3,0,False,-1,6,0,0,
golden-per8,7,27,13,2,0,False,-1,6,0,0,
golden-per8,7,27,14,4,2,False,-1,6,2,0,
golden-per8,7,27,16,6,3,False,-1,6,3,0,
golden-per8,7,27,17,2,0,False,-1,6,0,0,
golden-per8,7,27,19,3,1,False,-1,6,1,0,
golden-per8,7,27,20,0,0,True,-1,6,0,0,
golden-per8,7,27,22,2,-1,False,-1,6,-1,0,
golden-per8,7,27,23,5,3,False,-1,6,3,0,
golden-per8,7,27,25,5,3,False,-1,6,3,0,
golden-per8,7,27,26,1,-1,False,-1,6,-1,0,
golden-per8,7,81,1,2,2,True,+1,0,0,2,
golden-per8,7,81,2,1,1,True,-1,6,1,0,
golden-per8,7,81,4,3,1,False,+1,6,1,0,
golden-per8,7,81,5,2,1,False,+1,5,1,0,
golden-per8,7,81,7,5,3,False,-1,6,3,0,
golden-per8,7,81,8,2,0,False,+1,6,0,0,
golden-per8,7,81,10,1,0,False,+1,5,0,0,
golden-per8,7,81,11,3,0,False,-1,6,0,0,
golden-per8,7,81,13,2,0,False,-1,6,0,0,
golden-per8,7,81,14,4,2,False,-1,6,2,0,
golden-per8,7,81,16,6,3,False,-1,6,3,0,
golden-per8,7,81,17,2,0,False,-1,6,0,0,
golden-per8,7,81,19,3,1,False,-1,6,1,0,
golden-per8,7,81,20,0,0,True,-1,6,0,0,
golden-per8,7,81,22,2,-1,False,-1,6,-1,0,
golden-per8,7,81,23,5,3,False,-1,6,3,0,
golden-per8,7,81,25,5,3,False,-1,6,3,0,
golden-per8,7,81,26,1,-1,False,-1,6,-1,0,
golden-per8,7,81,28,3,1,False,-1,6,1,0,
golden-per8,7,81,29,2,1,False,-1,6,1,0,
golden-per8,7,81,31,4,1,False,-1,6,1,0,
golden-per8,7,81,32,5,2,False,-1,6,2,0,
golden-per8,7,81,34,4,2,False,-1,6,2,0,
golden-per8,7,81,35,3,3,True,+1,3,2,1,
golden-per8,7,81,37,3,0,False,-1,6,0,0,
golden-per8,7,81,38,2,0,False,-1,6,0,0,
golden-per8,7,81,40,2,1,False,+1,5,1,0,
golden-per8,7,81,41,4,2,False,+1,5,2,0,
golden-per8,7,81,43,4,3,False,+1,4,2,1,
golden-per8,7,81,44,1,-2,False,-1,6,-2,0,
golden-per8,7,81,46,4,2,False,-1,6,2,0,
golden-per8,7,81,47,2,0,False,-1,6,0,0,
golden-per8,7,81,49,3,1,False,+1,6,1,0,
golden-per8,7,81,50,4,2,False,-1,6,2,0,
golden-per8,7,81,52,4,3,False,-1,6,3,0,
golden-per8,7,81,53,2,2,True,+1,4,1,1,
golden-per8,7,81,55,5,3,False,+1,5,3,0,
golden-per8,7,81,56,2,0,False,-1,6,0,0,
golden-per8,7,81,58,4,1,False,-1,6,1,0,
golden-per8,7,81,59,3,0,False,-1,6,0,0,
golden-per8,7,81,61,4,1,False,-1,6,1,0,
golden-per8,7,81,62,3,0,False,-1,6,0,0,
golden-per8,7,81,64,4,1,False,-1,6,1,0,
golden-per8,7,81,65,3,1,False,+1,5,1,0,
golden-per8,7,81,67,1,-1,False,-1,6,-1,0,
golden-per8,7,81,68,3,1,False,-1,6,1,0,
golden-per8,7,81,70,5,3,False,-1,6,3,0,
golden-per8,7,81,71,0,0,True,-1,6,0,0,
golden-per8,7,81,73,4,3,False,-1,6,3,0,
golden-per8,7,81,74,2,-1,False,-1,6,-1,0,
golden-per8,7,81,76,1,-1,False,-1,6,-1,0,
golden-per8,7,81,77,4,0,False,-1,6,0,0,
golden-per8,7,81,79,6,4,False,-1,6,4,0,
golden-per8,7,81,80,1,0,False,+1,5,0,0,
golden-per8,8,27,1,3,3,True,+1,0,0,3,
golden-per8,8,27,2,2,2,True,-1,6,2,0,
golden-per8,8,27,4,3,2,False,+1,6,1,1,
golden-per8,8,27,5,3,3,True,-1,6,3,0,
golden-per8,8,27,7,5,3,False,-1,6,3,0,
golden-per8,8,27,8,2,1,False,+1,6,0,1,
golden-per8,8,27,10,2,2,True,-1,6,2,0,
golden-per8,8,27,11,4,4,True,-1,6,4,0,
golden-per8,8,27,13,2,2,True,-1,6,2,0,
golden-per8,8,27,14,4,2,False,-1,6,2,0,
golden-per8,8,27,16,6,5,False,-1,6,5,0,
golden-per8,8,27,17,2,0,False,-1,6,0,0,
golden-per8,8,27,19,3,3,True,-1,6,3,0,
golden-per8,8,27,20,1,1,True,-1,6,1,0,
golden-per8,8,27,22,3,3,True,-1,6,3,0,
golden-per8,8,27,23,5,3,False,-1,6,3,0,
golden-per8,8,27,25,7,5,False,-1,6,5,0,
golden-per8,8,27,26,1,1,True,-1,6,1,0,
golden-per8,8,81,1,3,3,True,+1,0,0,3,
golden-per8,8,81,2,2,2,True,-1,6,2,0,
golden-per8,8,81,4,3,2,False,+1,6,1,1,
golden-per8,8,81,5,3,3,True,-1,6,3,0,
golden-per8,8,81,7,5,3,False,-1,6,3,0,
golden-per8,8,81,8,2,1,False,+1,6,0,1,
golden-per8,8,81,10,2,2,True,-1,6,2,0,
golden-per8,8,81,11,4,4,True,-1,6,4,0,
golden-per8,8,81,13,2,2,True,-1,6,2,0,
golden-per8,8,81,14,4,2,False,-1,6,2,0,
golden-per8,8,81,16,6,5,False,-1,6,5,0,
golden-per8,8,81,17,2,0,False,-1,6,0,0,
golden-per8,8,81,19,3,3,True,-1,6,3,0,
golden-per8,8,81,20,1,1,True,-1,6,1,0,
golden-per8,8,81,22,3,3,True,-1,6,3,0,
golden-per8,8,81,23,5,3,False,-1,6,3,0,
golden-per8,8,81,25,7,5,False,-1,6,5,0,
golden-per8,8,81,26,1,1,True,-1,6,1,0,
golden-per8,8,81,28,3,1,False,-1,6,1,0,
golden-per8,8,81,29,2,2,True,-1,6,2,0,
golden-per8,8,81,31,4,3,False,+1,6,2,1,
golden-per8,8,81,32,5,4,False,-1,6,4,0,
golden-per8,8,81,34,6,6,True,-1,6,6,0,
golden-per8,8,81,35,4,3,False,-1,6,3,0,
golden-per8,8,81,37,3,2,False,-1,6,2,0,
golden-per8,8,81,38,2,2,True,-1,6,2,0,
golden-per8,8,81,40,3,2,False,+1,5,1,1,
golden-per8,8,81,41,4,3,False,-1,6,3,0,
golden-per8,8,81,43,4,3,False,-1,6,3,0,
golden-per8,8,81,44,2,2,True,-1,6,2,0,
golden-per8,8,81,46,4,2,False,-1,6,2,0,
golden-per8,8,81,47,3,1,False,-1,6,1,0,
golden-per8,8,81,49,4,2,False,+1,6,1,1,
golden-per8,8,81,50,6,4,False,-1,6,4,0,
golden-per8,8,81,52,5,8,False,+1,6,7,1,
golden-per8,8,81,53,3,3,True,+1,4,1,2,
golden-per8,8,81,55,5,4,False,+1,5,3,1,
golden-per8,8,81,56,2,0,False,-1,6,0,0,
golden-per8,8,81,58,4,1,False,-1,6,1,0,
golden-per8,8,81,59,4,4,True,+1,6,3,1,
golden-per8,8,81,61,4,1,False,-1,6,1,0,
golden-per8,8,81,62,3,2,False,+1,6,1,1,
golden-per8,8,81,64,4,3,False,-1,6,3,0,
golden-per8,8,81,65,3,2,False,+1,5,1,1,
golden-per8,8,81,67,3,4,False,-1,6,4,0,
golden-per8,8,81,68,5,5,True,-1,6,5,0,
golden-per8,8,81,70,6,6,True,-1,6,6,0,
golden-per8,8,81,71,1,1,True,-1,6,1,0,
golden-per8,8,81,73,4,3,False,-1,6,3,0,
golden-per8,8,81,74,2,1,False,-1,6,1,0,
golden-per8,8,81,76,1,1,True,-1,6,1,0,
golden-per8,8,81,77,4,0,False,-1,6,0,0,
golden-per8,8,81,79,6,9,False,+1,6,8,1,
golden-per8,8,81,80,2,1,False,+1,5,0,1,
golden-per8,9,27,1,3,3,True,+1,0,0,3,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,2,2,2,True,-1,6,2,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,4,4,2,False,+1,6,1,1,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,5,3,3,True,-1,6,3,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,7,6,3,False,-1,6,3,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,8,3,1,False,+1,6,0,1,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,10,2,2,True,-1,6,2,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,11,4,4,True,-1,6,4,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,13,3,2,False,-1,6,2,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,14,5,2,False,-1,6,2,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,16,6,5,False,-1,6,5,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,17,3,0,False,-1,6,0,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,19,3,3,True,-1,6,3,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,20,1,1,True,-1,6,1,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,22,3,3,True,-1,6,3,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,23,5,3,False,-1,6,3,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,25,7,5,False,-1,6,5,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,27,26,2,1,False,-1,6,1,0,"m>8, entry mod-3^8-reduced target"
golden-per8,9,81,1,3,3,True,+1,0,0,3,"m>8, entry mod-3^8-reduced target"
golden-per8,9,81,2,2,2,True,-1,6,2,0,"m>8, entry mod-3^8-reduced target"
