m,word_label,word,a_seq,L,slack_bound,k_star_1indexed,chain_max,rho_at_kstar,rho_mod3,rho_mod9,rho_mod27,left_loop_ray_exact,left_1ray_mod3_coarse,g_at_kstar,g_loop_at_kstar,diff_g_minus_gloop,residue_independent_check
8,random072,11111111,"2,2,4,3,2,1,1,2",8,9,8,9,9,0,0,9,True,True,9,8,1,True
8,random074,21121221,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random075,11221112,"2,2,4,3,2,1,1,2",5,6,5,6,17,2,8,17,True,True,6,3,3,True
8,random077,22111211,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random077,22111211,"2,2,2,4,3,2,1,1",5,6,5,6,13,1,4,13,True,False,6,3,3,True
8,random077,22111211,"2,2,4,3,2,1,1,2",5,6,5,6,17,2,8,17,True,True,6,3,3,True
8,random079,21222111,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random079,21222111,"2,2,2,4,3,2,1,1",4,5,6,5,17,2,8,17,True,True,5,2,3,True
8,random079,21222111,"2,2,4,3,2,1,1,2",4,5,8,5,9,0,0,9,True,True,5,4,1,True
8,random080,22211211,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random080,22211211,"2,2,2,4,3,2,1,1",4,5,5,5,13,1,4,13,True,False,5,2,3,True
8,random080,22211211,"2,2,4,3,2,1,1,2",4,5,5,5,17,2,8,17,True,True,5,2,3,True
8,random081,11112211,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random081,11112211,"2,2,2,4,3,2,1,1",6,7,5,7,13,1,4,13,True,False,7,4,3,True
8,random081,11112211,"2,2,4,3,2,1,1,2",6,7,4,7,13,1,4,13,True,False,7,4,3,True
8,random082,12121221,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random084,12222121,"2,2,2,2,2,2,4,1",3,4,7,4,5,2,5,5,True,True,4,2,2,True
8,random084,12222121,"2,2,4,3,2,1,1,2",3,4,4,4,13,1,4,13,True,False,4,1,3,True
8,random086,12221112,"2,2,4,3,2,1,1,2",4,5,5,5,17,2,8,17,True,True,5,2,3,True
8,random088,12221211,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random088,12221211,"2,2,2,4,3,2,1,1",4,5,5,5,13,1,4,13,True,False,5,2,3,True
8,random088,12221211,"2,2,4,3,2,1,1,2",4,5,5,5,17,2,8,17,True,True,5,2,3,True
8,random090,21212112,"2,2,4,3,2,1,1,2",4,5,4,5,13,1,4,13,True,False,5,2,3,True
8,random095,21211221,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random097,11122221,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random098,22121121,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random098,22121121,"2,2,4,3,2,1,1,2",4,5,5,5,17,2,8,17,True,True,5,2,3,True
8,random102,22222112,"2,2,4,3,2,1,1,2",2,3,4,3,13,1,4,13,True,False,3,0,3,True
8,random105,21112111,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random105,21112111,"2,2,2,4,3,2,1,1",6,7,6,7,17,2,8,17,True,True,7,4,3,True
8,random105,21112111,"2,2,4,3,2,1,1,2",6,7,8,7,9,0,0,9,True,True,7,6,1,True
8,random107,11222221,"2,2,2,2,2,2,4,1",3,4,7,4,5,2,5,5,True,True,4,2,2,True
8,random109,21112121,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random109,21112121,"2,2,4,3,2,1,1,2",5,6,4,6,13,1,4,13,True,False,6,3,3,True
8,random110,11211211,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random110,11211211,"2,2,2,4,3,2,1,1",6,7,5,7,13,1,4,13,True,False,7,4,3,True
8,random110,11211211,"2,2,4,3,2,1,1,2",6,7,5,7,17,2,8,17,True,True,7,4,3,True
8,random111,22211112,"2,2,4,3,2,1,1,2",4,5,5,5,17,2,8,17,True,True,5,2,3,True
8,random112,21111112,"2,2,4,3,2,1,1,2",6,7,5,7,17,2,8,17,True,True,7,4,3,True
8,random113,22221121,"2,2,2,2,2,2,4,1",3,4,7,4,5,2,5,5,True,True,4,2,2,True
8,random113,22221121,"2,2,4,3,2,1,1,2",3,4,5,4,17,2,8,17,True,True,4,1,3,True
8,random114,11122112,"2,2,4,3,2,1,1,2",5,6,4,6,13,1,4,13,True,False,6,3,3,True
8,random115,22111111,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random115,22111111,"2,2,2,4,3,2,1,1",6,7,6,7,17,2,8,17,True,True,7,4,3,True
8,random115,22111111,"2,2,4,3,2,1,1,2",6,7,8,7,9,0,0,9,True,True,7,6,1,True
8,random118,12111111,"2,2,2,2,2,2,4,1",7,8,7,8,5,2,5,5,True,True,8,6,2,True
8,random118,12111111,"2,2,2,4,3,2,1,1",7,8,6,8,17,2,8,17,True,True,8,5,3,True
8,random118,12111111,"2,2,4,3,2,1,1,2",7,8,8,8,9,0,0,9,True,True,8,7,1,True
8,random120,12211111,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random120,12211111,"2,2,2,4,3,2,1,1",6,7,6,7,17,2,8,17,True,True,7,4,3,True
8,random120,12211111,"2,2,4,3,2,1,1,2",6,7,8,7,9,0,0,9,True,True,7,6,1,True
8,random122,22112211,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random122,22112211,"2,2,2,4,3,2,1,1",4,5,5,5,13,1,4,13,True,False,5,2,3,True
8,random122,22112211,"2,2,4,3,2,1,1,2",4,5,4,5,13,1,4,13,True,False,5,2,3,True
8,random124,12211221,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random125,12112111,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random125,12112111,"2,2,2,4,3,2,1,1",6,7,6,7,17,2,8,17,True,True,7,4,3,True
8,random125,12112111,"2,2,4,3,2,1,1,2",6,7,8,7,9,0,0,9,True,True,7,6,1,True
8,random126,22221112,"2,2,4,3,2,1,1,2",3,4,5,4,17,2,8,17,True,True,4,1,3,True
8,random127,11222111,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random127,11222111,"2,2,2,4,3,2,1,1",5,6,6,6,17,2,8,17,True,True,6,3,3,True
8,random127,11222111,"2,2,4,3,2,1,1,2",5,6,8,6,9,0,0,9,True,True,6,5,1,True
8,random128,12122211,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random128,12122211,"2,2,2,4,3,2,1,1",4,5,5,5,13,1,4,13,True,False,5,2,3,True
8,random128,12122211,"2,2,4,3,2,1,1,2",4,5,4,5,13,1,4,13,True,False,5,2,3,True
8,random129,21212211,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random129,21212211,"2,2,2,4,3,2,1,1",4,5,5,5,13,1,4,13,True,False,5,2,3,True
8,random129,21212211,"2,2,4,3,2,1,1,2",4,5,4,5,13,1,4,13,True,False,5,2,3,True
8,random131,11212221,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random132,21222112,"2,2,4,3,2,1,1,2",3,4,4,4,13,1,4,13,True,False,4,1,3,True
8,random134,12121111,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random134,12121111,"2,2,2,4,3,2,1,1",6,7,6,7,17,2,8,17,True,True,7,4,3,True
8,random134,12121111,"2,2,4,3,2,1,1,2",6,7,8,7,9,0,0,9,True,True,7,6,1,True
8,random135,11212112,"2,2,4,3,2,1,1,2",5,6,4,6,13,1,4,13,True,False,6,3,3,True
8,random136,11221211,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random136,11221211,"2,2,2,4,3,2,1,1",5,6,5,6,13,1,4,13,True,False,6,3,3,True
8,random136,11221211,"2,2,4,3,2,1,1,2",5,6,5,6,17,2,8,17,True,True,6,3,3,True
8,random138,22111121,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random138,22111121,"2,2,4,3,2,1,1,2",5,6,5,6,17,2,8,17,True,True,6,3,3,True
8,random139,21221121,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random139,21221121,"2,2,4,3,2,1,1,2",4,5,5,5,17,2,8,17,True,True,5,2,3,True
8,random140,22221211,"2,2,2,2,2,2,4,1",3,4,7,4,5,2,5,5,True,True,4,2,2,True
8,random140,22221211,"2,2,2,4,3,2,1,1",3,4,5,4,13,1,4,13,True,False,4,1,3,True
8,random140,22221211,"2,2,4,3,2,1,1,2",3,4,5,4,17,2,8,17,True,True,4,1,3,True
8,random141,21122211,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random141,21122211,"2,2,2,4,3,2,1,1",4,5,5,5,13,1,4,13,True,False,5,2,3,True
8,random141,21122211,"2,2,4,3,2,1,1,2",4,5,4,5,13,1,4,13,True,False,5,2,3,True
8,random144,21211211,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random144,21211211,"2,2,2,4,3,2,1,1",5,6,5,6,13,1,4,13,True,False,6,3,3,True
8,random144,21211211,"2,2,4,3,2,1,1,2",5,6,5,6,17,2,8,17,True,True,6,3,3,True
8,random145,11121211,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random145,11121211,"2,2,2,4,3,2,1,1",6,7,5,7,13,1,4,13,True,False,7,4,3,True
8,random145,11121211,"2,2,4,3,2,1,1,2",6,7,5,7,17,2,8,17,True,True,7,4,3,True
8,random148,22112111,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random148,22112111,"2,2,2,4,3,2,1,1",5,6,6,6,17,2,8,17,True,True,6,3,3,True
8,random148,22112111,"2,2,4,3,2,1,1,2",5,6,8,6,9,0,0,9,True,True,6,5,1,True
8,random150,12112211,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random150,12112211,"2,2,2,4,3,2,1,1",5,6,5,6,13,1,4,13,True,False,6,3,3,True
8,random150,12112211,"2,2,4,3,2,1,1,2",5,6,4,6,13,1,4,13,True,False,6,3,3,True
8,random151,12212211,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random151,12212211,"2,2,2,4,3,2,1,1",4,5,5,5,13,1,4,13,True,False,5,2,3,True
8,random151,12212211,"2,2,4,3,2,1,1,2",4,5,4,5,13,1,4,13,True,False,5,2,3,True
8,random152,22121112,"2,2,4,3,2,1,1,2",4,5,5,5,17,2,8,17,True,True,5,2,3,True
8,random153,11221111,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random153,11221111,"2,2,2,4,3,2,1,1",6,7,6,7,17,2,8,17,True,True,7,4,3,True
8,random153,11221111,"2,2,4,3,2,1,1,2",6,7,8,7,9,0,0,9,True,True,7,6,1,True
8,random154,21212221,"2,2,2,2,2,2,4,1",3,4,7,4,5,2,5,5,True,True,4,2,2,True
8,random155,21121111,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random155,21121111,"2,2,2,4,3,2,1,1",6,7,6,7,17,2,8,17,True,True,7,4,3,True
8,random155,21121111,"2,2,4,3,2,1,1,2",6,7,8,7,9,0,0,9,True,True,7,6,1,True
8,random156,11122111,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random156,11122111,"2,2,2,4,3,2,1,1",6,7,6,7,17,2,8,17,True,True,7,4,3,True
8,random156,11122111,"2,2,4,3,2,1,1,2",6,7,8,7,9,0,0,9,True,True,7,6,1,True
8,random158,21221111,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random158,21221111,"2,2,2,4,3,2,1,1",5,6,6,6,17,2,8,17,True,True,6,3,3,True
8,random158,21221111,"2,2,4,3,2,1,1,2",5,6,8,6,9,0,0,9,True,True,6,5,1,True
8,random166,22111221,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random167,21111121,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random167,21111121,"2,2,4,3,2,1,1,2",6,7,5,7,17,2,8,17,True,True,7,4,3,True
8,random168,12221111,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random168,12221111,"2,2,2,4,3,2,1,1",5,6,6,6,17,2,8,17,True,True,6,3,3,True
8,random168,12221111,"2,2,4,3,2,1,1,2",5,6,8,6,9,0,0,9,True,True,6,5,1,True
8,random171,11112221,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random172,12121112,"2,2,4,3,2,1,1,2",5,6,5,6,17,2,8,17,True,True,6,3,3,True
8,random173,22222111,"2,2,2,2,2,2,4,1",3,4,7,4,5,2,5,5,True,True,4,2,2,True
8,random173,22222111,"2,2,2,4,3,2,1,1",3,4,6,4,17,2,8,17,True,True,4,1,3,True
8,random173,22222111,"2,2,4,3,2,1,1,2",3,4,8,4,9,0,0,9,True,True,4,3,1,True
8,random174,11112111,"2,2,2,2,2,2,4,1",7,8,7,8,5,2,5,5,True,True,8,6,2,True
8,random174,11112111,"2,2,2,4,3,2,1,1",7,8,6,8,17,2,8,17,True,True,8,5,3,True
8,random174,11112111,"2,2,4,3,2,1,1,2",7,8,8,8,9,0,0,9,True,True,8,7,1,True
8,random175,11221221,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random177,12122121,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random177,12122121,"2,2,4,3,2,1,1,2",4,5,4,5,13,1,4,13,True,False,5,2,3,True
8,random178,11222121,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random178,11222121,"2,2,4,3,2,1,1,2",4,5,4,5,13,1,4,13,True,False,5,2,3,True
8,random179,22212112,"2,2,4,3,2,1,1,2",3,4,4,4,13,1,4,13,True,False,4,1,3,True
8,random180,11211221,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random181,21212111,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random181,21212111,"2,2,2,4,3,2,1,1",5,6,6,6,17,2,8,17,True,True,6,3,3,True
8,random181,21212111,"2,2,4,3,2,1,1,2",5,6,8,6,9,0,0,9,True,True,6,5,1,True
8,random182,12112221,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random183,12211211,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random183,12211211,"2,2,2,4,3,2,1,1",5,6,5,6,13,1,4,13,True,False,6,3,3,True
8,random183,12211211,"2,2,4,3,2,1,1,2",5,6,5,6,17,2,8,17,True,True,6,3,3,True
8,random185,11111221,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random186,21221211,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random186,21221211,"2,2,2,4,3,2,1,1",4,5,5,5,13,1,4,13,True,False,5,2,3,True
8,random186,21221211,"2,2,4,3,2,1,1,2",4,5,5,5,17,2,8,17,True,True,5,2,3,True
8,random187,21121112,"2,2,4,3,2,1,1,2",5,6,5,6,17,2,8,17,True,True,6,3,3,True
8,random189,22122111,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
8,random189,22122111,"2,2,2,4,3,2,1,1",4,5,6,5,17,2,8,17,True,True,5,2,3,True
8,random189,22122111,"2,2,4,3,2,1,1,2",4,5,8,5,9,0,0,9,True,True,5,4,1,True
8,random190,22221221,"2,2,2,2,2,2,4,1",2,3,7,3,5,2,5,5,True,True,3,1,2,True
8,random191,22122211,"2,2,2,2,2,2,4,1",3,4,7,4,5,2,5,5,True,True,4,2,2,True
8,random191,22122211,"2,2,2,4,3,2,1,1",3,4,5,4,13,1,4,13,True,False,4,1,3,True
8,random191,22122211,"2,2,4,3,2,1,1,2",3,4,4,4,13,1,4,13,True,False,4,1,3,True
8,random192,21211111,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random192,21211111,"2,2,2,4,3,2,1,1",6,7,6,7,17,2,8,17,True,True,7,4,3,True
8,random192,21211111,"2,2,4,3,2,1,1,2",6,7,8,7,9,0,0,9,True,True,7,6,1,True
8,random193,11111121,"2,2,2,2,2,2,4,1",7,8,7,8,5,2,5,5,True,True,8,6,2,True
8,random193,11111121,"2,2,4,3,2,1,1,2",7,8,5,8,17,2,8,17,True,True,8,5,3,True
8,random194,21111211,"2,2,2,2,2,2,4,1",6,7,7,7,5,2,5,5,True,True,7,5,2,True
8,random194,21111211,"2,2,2,4,3,2,1,1",6,7,5,7,13,1,4,13,True,False,7,4,3,True
8,random194,21111211,"2,2,4,3,2,1,1,2",6,7,5,7,17,2,8,17,True,True,7,4,3,True
8,random196,22122221,"2,2,2,2,2,2,4,1",2,3,7,3,5,2,5,5,True,True,3,1,2,True
8,random197,21121121,"2,2,2,2,2,2,4,1",5,6,7,6,5,2,5,5,True,True,6,4,2,True
8,random197,21121121,"2,2,4,3,2,1,1,2",5,6,5,6,17,2,8,17,True,True,6,3,3,True
8,random198,22211221,"2,2,2,2,2,2,4,1",3,4,7,4,5,2,5,5,True,True,4,2,2,True
8,random199,21112221,"2,2,2,2,2,2,4,1",4,5,7,5,5,2,5,5,True,True,5,3,2,True
